exerciseId,name,nameEn,mediaStatus,tier,confidence,sourceId,sourceName,projectEquipment,sourceEquipment,primaryMuscleCompatibility,conflictSummary,recommendedAction,startImageUrl,peakImageUrl
pendulum-squat,摆动式深蹲,Pendulum Squat,missing,manual-review,0.645,Dumbbell_Squat,Dumbbell Squat,摆动深蹲机,dumbbell,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Squat/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Squat/1.jpg
pike-push-up,折刀俯卧撑,Pike Push-up,missing,unmatched,0.517,Handstand_Push-Ups,Handstand Push-Ups,自重,body only,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Handstand_Push-Ups/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Handstand_Push-Ups/1.jpg
plank,平板支撑,Plank,complete,already-covered,1.000,Plank,Plank,自重,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Plank/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Plank/1.jpg
plank-shoulder-tap,平板支撑交替触肩,Plank Shoulder Tap,missing,unmatched,0.483,Air_Bike,Air Bike,自重,body only,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Air_Bike/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Air_Bike/1.jpg
plate-front-raise,杠铃片前平举,Plate Front Raise,missing,manual-review,0.833,Front_Plate_Raise,Front Plate Raise,杠铃片,other,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Front_Plate_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Front_Plate_Raise/1.jpg
plate-loaded-chest-press,杠片式器械推胸,Plate-loaded Chest Press,missing,unmatched,0.537,Chain_Press,Chain Press,推胸器 / 杠铃片,other,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chain_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chain_Press/1.jpg
plate-pinch,杠铃片捏握,Plate Pinch,missing,manual-review,0.740,Plate_Pinch,Plate Pinch,杠铃片,other,0.400,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Plate_Pinch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Plate_Pinch/1.jpg
power-clean,杠铃力量翻,Barbell Power Clean,complete,already-covered,1.000,Power_Clean_from_Blocks,Power Clean from Blocks,杠铃,barbell,0.500,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Power_Clean_from_Blocks/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Power_Clean_from_Blocks/1.jpg
preacher-curl,牧师凳杠铃弯举,Barbell Preacher Curl,complete,already-covered,1.000,Preacher_Curl,Preacher Curl,杠铃 / 牧师凳,barbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Preacher_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Preacher_Curl/1.jpg
prone-w-raise,俯卧 W Raise,Prone W Raise,missing,unmatched,0.223,Shoulder_Raise,Shoulder Raise,自重,,0.333,身体姿态不一致：prone ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Shoulder_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Shoulder_Raise/1.jpg
pull-up,引体向上,Pull-up,complete,already-covered,1.000,V-Bar_Pullup,V-Bar Pullup,单杠,body only,1.000,,保留现有本地 start/peak，无需下载,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/V-Bar_Pullup/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/V-Bar_Pullup/1.jpg
push-up,俯卧撑,Push-up,missing,manual-review,0.789,Clock_Push-Up,Clock Push-Up,自重,body only,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Clock_Push-Up/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Clock_Push-Up/1.jpg
rack-pull,架上硬拉,Rack Pull,missing,manual-review,0.695,Rack_Pulls,Rack Pulls,杠铃 / 深蹲架,barbell,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Rack_Pulls/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Rack_Pulls/1.jpg
rear-delt-machine-fly,蝴蝶机反向飞鸟,Reverse Pec Deck Fly,missing,unmatched,0.537,Cable_Rear_Delt_Fly,Cable Rear Delt Fly,蝴蝶机,cable,1.000,关键变式不一致：reverse ≠ rear,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Rear_Delt_Fly/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Rear_Delt_Fly/1.jpg
renegade-row,俯卧撑位哑铃划船,Renegade Row,missing,unmatched,0.440,Kipping_Muscle_Up,Kipping Muscle Up,哑铃,other,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Kipping_Muscle_Up/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Kipping_Muscle_Up/1.jpg
reverse-crunch,反向卷腹,Reverse Crunch,complete,already-covered,1.000,Reverse_Crunch,Reverse Crunch,自重,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Reverse_Crunch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Reverse_Crunch/1.jpg
reverse-curl,杠铃反握弯举,Barbell Reverse Curl,complete,already-covered,1.000,Reverse_Barbell_Curl,Reverse Barbell Curl,杠铃,barbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Reverse_Barbell_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Reverse_Barbell_Curl/1.jpg
reverse-fly,反向飞鸟,Reverse Pec Deck Fly,missing,unmatched,0.571,Reverse_Machine_Flyes,Reverse Machine Flyes,绳索器械,machine,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Reverse_Machine_Flyes/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Reverse_Machine_Flyes/1.jpg
reverse-grip-lat-pulldown,反握高位下拉,Reverse-grip Lat Pulldown,missing,unmatched,0.340,Leverage_Iso_Row,Leverage Iso Row,高位下拉器,machine,1.000,关键变式不一致：reverse ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/1.jpg
reverse-grip-pushdown,反握绳索下压,Reverse-grip Cable Pushdown,complete,already-covered,1.000,Reverse_Grip_Triceps_Pushdown,Reverse Grip Triceps Pushdown,绳索器械,cable,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Reverse_Grip_Triceps_Pushdown/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Reverse_Grip_Triceps_Pushdown/1.jpg
reverse-lunge,后撤弓步蹲,Reverse Lunge,missing,unmatched,0.533,Dumbbell_Rear_Lunge,Dumbbell Rear Lunge,自重 / 哑铃,dumbbell,1.000,关键变式不一致：reverse ≠ rear,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Rear_Lunge/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Rear_Lunge/1.jpg
romanian-deadlift,罗马尼亚硬拉,Romanian Deadlift,missing,manual-review,0.557,Romanian_Deadlift,Romanian Deadlift,杠铃 / 哑铃,barbell,0.000,主练肌群冲突：lower back ≠ hamstrings,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Romanian_Deadlift/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Romanian_Deadlift/1.jpg
russian-twist,俄罗斯转体,Russian Twist,complete,already-covered,1.000,Russian_Twist,Russian Twist,自重,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Russian_Twist/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Russian_Twist/1.jpg
seal-row,俯卧杠铃划船,Seal Row,missing,manual-review,0.594,Bent_Over_Barbell_Row,Bent Over Barbell Row,杠铃 / 卧推凳,barbell,0.500,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bent_Over_Barbell_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bent_Over_Barbell_Row/1.jpg
seated-barbell-shoulder-press,坐姿杠铃推举,Seated Barbell Shoulder Press,missing,manual-review,0.694,Barbell_Shoulder_Press,Barbell Shoulder Press,杠铃 / 卧推凳,barbell,1.000,身体姿态不一致：seated ≠ 未注明,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Shoulder_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Shoulder_Press/1.jpg
seated-calf-raise,坐姿提踵,Seated Calf Raise,complete,already-covered,1.000,Seated_Calf_Raise,Seated Calf Raise,坐姿提踵机,machine,0.400,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Seated_Calf_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Seated_Calf_Raise/1.jpg
seated-leg-curl,坐姿腿弯举,Seated Leg Curl,complete,already-covered,1.000,Seated_Leg_Curl,Seated Leg Curl,腿弯举机,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Seated_Leg_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Seated_Leg_Curl/1.jpg
seated-row,坐姿划船,Seated Cable Row,complete,already-covered,1.000,Seated_Cable_Rows,Seated Cable Rows,坐姿划船器 / 绳索器械,cable,0.500,,保留现有本地 start/peak，无需下载,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Seated_Cable_Rows/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Seated_Cable_Rows/1.jpg
side-lying-hip-abduction,侧卧髋外展,Side-lying Hip Abduction,missing,unmatched,0.417,Lying_Crossover,Lying Crossover,自重,body only,1.000,发力方向冲突：push ≠ static,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Lying_Crossover/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Lying_Crossover/1.jpg
side-lying-hip-adduction,侧卧髋内收,Side-lying Hip Adduction,missing,unmatched,0.438,Side_Leg_Raises,Side Leg Raises,自重,body only,1.000,身体姿态不一致：lying ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Side_Leg_Raises/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Side_Leg_Raises/1.jpg
side-plank,侧桥,Side Plank,missing,unmatched,0.548,Side_Bridge,Side Bridge,自重,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Side_Bridge/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Side_Bridge/1.jpg
single-arm-cable-fly,单臂绳索夹胸,Single-arm Cable Fly,missing,manual-review,0.621,Single-Arm_Cable_Crossover,Single-Arm Cable Crossover,绳索器械,cable,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Single-Arm_Cable_Crossover/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Single-Arm_Cable_Crossover/1.jpg
single-arm-cable-pushdown,单臂绳索下压,Single-arm Cable Pushdown,missing,manual-review,0.741,Cable_One_Arm_Tricep_Extension,Cable One Arm Tricep Extension,绳索器械,cable,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_One_Arm_Tricep_Extension/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_One_Arm_Tricep_Extension/1.jpg
single-arm-cable-row,单臂绳索划船,Single-arm Cable Row,missing,unmatched,0.484,Leverage_Iso_Row,Leverage Iso Row,绳索器械,machine,1.000,侧别/交替方式不一致：unilateral ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/1.jpg
single-arm-cable-shoulder-press,单臂绳索肩推,Single-arm Cable Shoulder Press,missing,manual-review,0.694,Cable_Shoulder_Press,Cable Shoulder Press,绳索器械,cable,1.000,侧别/交替方式不一致：unilateral ≠ 未注明,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Shoulder_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Shoulder_Press/1.jpg
single-arm-dumbbell-press,单臂哑铃推举,Single-arm Dumbbell Press,complete,already-covered,1.000,Dumbbell_One-Arm_Shoulder_Press,Dumbbell One-Arm Shoulder Press,哑铃,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_One-Arm_Shoulder_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_One-Arm_Shoulder_Press/1.jpg
single-arm-landmine-row,地雷架单臂划船,Single-arm Landmine Row,missing,unmatched,0.361,One-Arm_Long_Bar_Row,One-Arm Long Bar Row,地雷架 / 杠铃,barbell,0.000,主练肌群冲突：lats ≠ middle back,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One-Arm_Long_Bar_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One-Arm_Long_Bar_Row/1.jpg
single-arm-lat-pulldown,单臂高位下拉,Single-arm Lat Pulldown,missing,unmatched,0.590,One_Arm_Lat_Pulldown,One Arm Lat Pulldown,高位下拉器,cable,1.000,器械冲突：machine ≠ cable,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One_Arm_Lat_Pulldown/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One_Arm_Lat_Pulldown/1.jpg
single-arm-machine-chest-press,单臂器械推胸,Single-arm Machine Chest Press,missing,unmatched,0.374,Svend_Press,Svend Press,推胸器,other,1.000,侧别/交替方式不一致：unilateral ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Svend_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Svend_Press/1.jpg
single-arm-overhead-dumbbell-extension,单臂哑铃过顶臂屈伸,Single-arm Dumbbell Overhead Triceps Extension,missing,manual-review,0.714,Dumbbell_One-Arm_Triceps_Extension,Dumbbell One-Arm Triceps Extension,哑铃,dumbbell,1.000,关键变式不一致：overhead ≠ 未注明,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_One-Arm_Triceps_Extension/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_One-Arm_Triceps_Extension/1.jpg
single-leg-calf-raise,单腿提踵,Single-leg Calf Raise,missing,unmatched,0.517,Dumbbell_Seated_One-Leg_Calf_Raise,Dumbbell Seated One-Leg Calf Raise,自重 / 哑铃,dumbbell,0.400,身体姿态不一致：未注明 ≠ seated,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Seated_One-Leg_Calf_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Seated_One-Leg_Calf_Raise/1.jpg
single-leg-curl,单腿器械弯举,Single-leg Curl,missing,unmatched,0.323,Seated_Leg_Curl,Seated Leg Curl,腿弯举机,machine,1.000,侧别/交替方式不一致：unilateral ≠ 未注明；身体姿态不一致：未注明 ≠ seated,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Seated_Leg_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Seated_Leg_Curl/1.jpg
single-leg-glute-bridge,单腿臀桥,Single-leg Glute Bridge,complete,already-covered,1.000,Single_Leg_Glute_Bridge,Single Leg Glute Bridge,自重,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Single_Leg_Glute_Bridge/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Single_Leg_Glute_Bridge/1.jpg
single-leg-romanian-deadlift,单腿罗马尼亚硬拉,Single-leg Romanian Deadlift,missing,unmatched,0.468,Stiff-Legged_Dumbbell_Deadlift,Stiff-Legged Dumbbell Deadlift,哑铃,dumbbell,1.000,侧别/交替方式不一致：unilateral ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Stiff-Legged_Dumbbell_Deadlift/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Stiff-Legged_Dumbbell_Deadlift/1.jpg
sissy-squat,西斯深蹲,Sissy Squat,missing,unmatched,0.470,Bench_Jump,Bench Jump,自重,body only,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bench_Jump/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bench_Jump/1.jpg
sled-push,负重雪橇推行,Weighted Sled Push,missing,manual-review,0.783,Sled_Push,Sled Push,雪橇,other,0.500,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Sled_Push/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Sled_Push/1.jpg
sliding-leg-curl,滑垫腿弯举,Sliding Leg Curl,missing,unmatched,0.447,Floor_Glute-Ham_Raise,Floor Glute-Ham Raise,滑垫,,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Floor_Glute-Ham_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Floor_Glute-Ham_Raise/1.jpg
smith-decline-bench-press,史密斯机下斜卧推,Smith Machine Decline Bench Press,missing,manual-review,0.877,Smith_Machine_Decline_Press,Smith Machine Decline Press,史密斯机 / 卧推凳,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Decline_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Decline_Press/1.jpg
smith-flat-bench-press,史密斯机平板卧推,Smith Machine Flat Bench Press,complete,already-covered,1.000,Smith_Machine_Bench_Press,Smith Machine Bench Press,史密斯机 / 卧推凳,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Bench_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Bench_Press/1.jpg
smith-hip-thrust,史密斯机臀推,Smith Machine Hip Thrust,missing,unmatched,0.412,Barbell_Hip_Thrust,Barbell Hip Thrust,史密斯机 / 卧推凳,barbell,1.000,器械冲突：machine/other ≠ barbell,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Hip_Thrust/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Hip_Thrust/1.jpg
smith-incline-bench-press,史密斯机上斜卧推,Smith Machine Incline Bench Press,complete,already-covered,1.000,Smith_Machine_Incline_Bench_Press,Smith Machine Incline Bench Press,史密斯机 / 卧推凳,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Incline_Bench_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Incline_Bench_Press/1.jpg
smith-machine-row,史密斯机划船,Smith Machine Row,missing,manual-review,0.747,Smith_Machine_Bent_Over_Row,Smith Machine Bent Over Row,史密斯机,machine,0.500,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Bent_Over_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Bent_Over_Row/1.jpg
